,Type,precision,recall,f1-score,sourcedataset
0,/ORGANIZATION/HOSPITAL,0.0,0.0,-1.0,ontonotes_shimaoka
1,/WORK_OF_ART/SONG,0.25,0.0555555559694767,0.0909090936183929,ontonotes_shimaoka
2,/LAW,1.0,0.0410958901047706,0.0789473727345466,ontonotes_shimaoka
3,/ORGANIZATION,0.958492875099182,0.8551141619682312,0.903857171535492,ontonotes_shimaoka
4,/EVENT,0.5447761416435242,0.912500023841858,0.6822430491447449,ontonotes_shimaoka
5,/LOCATION,0.0703171789646148,0.9631147384643556,0.1310652643442154,ontonotes_shimaoka
6,/LANGUAGE,1.0,0.3846153914928436,0.555555522441864,ontonotes_shimaoka
7,/EVENT/WAR,0.5882353186607361,0.9090909361839294,0.7142857313156128,ontonotes_shimaoka
8,/ORGANIZATION/EDUCATIONAL,0.4767441749572754,0.7454545497894287,0.5815602540969849,ontonotes_shimaoka
9,/ORGANIZATION/POLITICAL,0.9298245906829834,0.7260273694992065,0.8153846263885498,ontonotes_shimaoka
10,/GAME,0.0,0.0,-1.0,ontonotes_shimaoka
11,/PRODUCT,0.6341463327407837,0.2694300413131714,0.3781818151473999,ontonotes_shimaoka
12,/ORGANIZATION/CORPORATION,0.9102076888084412,0.7178777456283569,0.8026825189590454,ontonotes_shimaoka
13,/ORGANIZATION/GOVERNMENT,0.817931056022644,0.7592829465866089,0.7875165939331055,ontonotes_shimaoka
14,/GPE/CITY,0.8562144637107849,0.8985507488250732,0.8768718242645264,ontonotes_shimaoka
15,/PRODUCT/WEAPON,0.0,0.0,-1.0,ontonotes_shimaoka
16,/LOCATION/LAKE_SEA_OCEAN,0.0,0.0,-1.0,ontonotes_shimaoka
17,/GPE/STATE_PROVINCE,0.0,0.0,-1.0,ontonotes_shimaoka
18,/PERSON,0.7510442733764648,0.9413612484931946,0.8355018496513367,ontonotes_shimaoka
19,/FACILITY,0.0,0.0,-1.0,ontonotes_shimaoka
20,/WORK_OF_ART,0.4578754603862762,0.6476684212684631,0.5364806652069092,ontonotes_shimaoka
21,/SUBSTANCE/FOOD,0.8520709872245789,0.8470588326454163,0.8495575189590454,ontonotes_shimaoka
22,/ANIMAL,0.1275964379310608,0.93478262424469,0.2245430797338485,ontonotes_shimaoka
23,/FACILITY/AIRPORT,0.0,0.0,-1.0,ontonotes_shimaoka
24,/WORK_OF_ART/PLAY,0.1111111119389534,0.2222222238779068,0.1481481492519378,ontonotes_shimaoka
25,/ORGANIZATION/HOTEL,0.0,0.0,-1.0,ontonotes_shimaoka
26,/FACILITY/BUILDING,0.0,0.0,-1.0,ontonotes_shimaoka
27,/WORK_OF_ART/BOOK,0.0,0.0,-1.0,ontonotes_shimaoka
28,/DISEASE,0.8999999761581421,1.0,0.9473683834075928,ontonotes_shimaoka
29,/GPE/COUNTRY,0.9579124450683594,0.81635582447052,0.8814871907234192,ontonotes_shimaoka
30,/SUBSTANCE/DRUG,0.1513353139162063,0.8793103694915771,0.2582278251647949,ontonotes_shimaoka
31,/PRODUCT/VEHICLE,1.0,0.0283018872141838,0.0550458766520023,ontonotes_shimaoka
32,/FACILITY/BRIDGE,0.0,0.0,-1.0,ontonotes_shimaoka
33,/ORGANIZATION/RELIGIOUS,0.5,0.1666666716337204,0.25,ontonotes_shimaoka
0,/ORGANIZATION/HOSPITAL,1.0,1.0,1.0,figer
1,/WORK_OF_ART/SONG,0.6190476417541504,0.7222222089767456,0.6666666865348816,figer
2,/LAW,0.8529411554336548,0.7945205569267273,0.8226950764656067,figer
3,/ORGANIZATION,0.9186376333236694,0.872730553150177,0.8950958251953125,figer
4,/EVENT,0.5205479264259338,0.949999988079071,0.6725663542747498,figer
5,/LOCATION,0.0789033770561218,0.9672130942344666,0.1459041684865951,figer
6,/LANGUAGE,0.0419161692261695,0.5384615659713745,0.0777777805924415,figer
7,/EVENT/WAR,0.9090909361839294,0.9090909361839294,0.9090909361839294,figer
8,/ORGANIZATION/EDUCATIONAL,0.4646464586257934,0.8363636136054993,0.5974025726318359,figer
9,/ORGANIZATION/POLITICAL,0.0,0.0,-1.0,figer
10,/GAME,0.6428571343421936,0.1475409865379333,0.2400000095367431,figer
11,/PRODUCT,0.7010869383811951,0.6683937907218933,0.6843501329421997,figer
12,/ORGANIZATION/CORPORATION,0.8891878724098206,0.8385236263275146,0.8631129264831543,figer
13,/ORGANIZATION/GOVERNMENT,0.5197685360908508,0.6901408433914185,0.5929592847824097,figer
14,/GPE/CITY,0.9055829048156738,0.9403239488601683,0.922626495361328,figer
15,/PRODUCT/WEAPON,0.0,0.0,-1.0,figer
16,/LOCATION/LAKE_SEA_OCEAN,0.1020408198237419,0.4545454680919647,0.1666666865348816,figer
17,/GPE/STATE_PROVINCE,0.6152304410934448,0.944615364074707,0.7451456189155579,figer
18,/PERSON,0.7120896577835083,0.953926682472229,0.8154557943344116,figer
19,/FACILITY,0.0,0.0,-1.0,figer
20,/WORK_OF_ART,0.7252747416496277,0.3419689238071441,0.4647887349128723,figer
21,/SUBSTANCE/FOOD,0.6844444274902344,0.9058823585510254,0.7797467708587646,figer
22,/ANIMAL,0.1239530965685844,0.804347813129425,0.2148040682077407,figer
23,/FACILITY/AIRPORT,0.0,0.0,-1.0,figer
24,/WORK_OF_ART/PLAY,0.5714285969734192,0.4444444477558136,0.5,figer
25,/ORGANIZATION/HOTEL,0.0,0.0,-1.0,figer
26,/FACILITY/BUILDING,0.0,0.0,-1.0,figer
27,/WORK_OF_ART/BOOK,0.1280000060796737,0.9411764740943908,0.2253521233797073,figer
28,/DISEASE,0.9583333134651184,0.5111111402511597,0.6666666269302368,figer
29,/GPE/COUNTRY,0.9393103718757628,0.9770444631576538,0.957805871963501,figer
30,/SUBSTANCE/DRUG,0.3870967626571655,0.2068965584039688,0.2696629166603088,figer
31,/PRODUCT/VEHICLE,0.0,0.0,-1.0,figer
32,/FACILITY/BRIDGE,0.0,0.0,-1.0,figer
33,/ORGANIZATION/RELIGIOUS,0.0,0.0,-1.0,figer
0,/ORGANIZATION/HOSPITAL,0.6666666865348816,1.0,0.800000011920929,bbn
1,/WORK_OF_ART/SONG,0.875,0.3888888955116272,0.5384615659713745,bbn
2,/LAW,1.0,0.3013698756694793,0.4631578922271728,bbn
3,/ORGANIZATION,0.907899796962738,0.8470249772071838,0.8764066100120544,bbn
4,/EVENT,0.449999988079071,0.8999999761581421,0.6000000238418579,bbn
5,/LOCATION,0.134070485830307,0.7950819730758667,0.2294500172138214,bbn
6,/LANGUAGE,1.0,0.3846153914928436,0.555555522441864,bbn
7,/EVENT/WAR,0.4166666567325592,0.9090909361839294,0.5714285373687744,bbn
8,/ORGANIZATION/EDUCATIONAL,0.2710843384265899,0.8181818127632141,0.4072397947311401,bbn
9,/ORGANIZATION/POLITICAL,0.8679245114326477,0.6301369667053223,0.7301586866378784,bbn
10,/GAME,0.0,0.0,-1.0,bbn
11,/PRODUCT,0.2307692319154739,0.24870465695858,0.239401489496231,bbn
12,/ORGANIZATION/CORPORATION,0.8306229710578918,0.7658593058586121,0.7969275116920471,bbn
13,/ORGANIZATION/GOVERNMENT,0.8099173307418823,0.6274007558822632,0.7070707082748413,bbn
14,/GPE/CITY,0.7484320402145386,0.9156010150909424,0.8236196041107178,bbn
15,/PRODUCT/WEAPON,0.0,0.0,-1.0,bbn
16,/LOCATION/LAKE_SEA_OCEAN,0.0,0.0,-1.0,bbn
17,/GPE/STATE_PROVINCE,0.960629940032959,0.7507692575454712,0.8428325057029724,bbn
18,/PERSON,0.639292299747467,0.8450261950492859,0.7279013395309448,bbn
19,/FACILITY,0.0,0.0,-1.0,bbn
20,/WORK_OF_ART,0.3174157440662384,0.5854922533035278,0.4116576015949249,bbn
21,/SUBSTANCE/FOOD,0.8588235378265381,0.8588235378265381,0.8588235378265381,bbn
22,/ANIMAL,0.7575757503509521,0.54347825050354,0.6329113841056824,bbn
23,/FACILITY/AIRPORT,0.0,0.0,-1.0,bbn
24,/WORK_OF_ART/PLAY,0.0,0.0,-1.0,bbn
25,/ORGANIZATION/HOTEL,0.0,0.0,-1.0,bbn
26,/FACILITY/BUILDING,0.0,0.0,-1.0,bbn
27,/WORK_OF_ART/BOOK,0.0528846159577369,0.3235294222831726,0.0909090936183929,bbn
28,/DISEASE,0.9375,1.0,0.9677419066429138,bbn
29,/GPE/COUNTRY,0.9385307431221008,0.8981348872184753,0.9178885817527772,bbn
30,/SUBSTANCE/DRUG,0.3287671208381653,0.8275862336158752,0.470588207244873,bbn
31,/PRODUCT/VEHICLE,0.6176470518112183,0.198113203048706,0.2999999821186065,bbn
32,/FACILITY/BRIDGE,0.0,0.0,-1.0,bbn
33,/ORGANIZATION/RELIGIOUS,0.2222222238779068,0.3333333432674408,0.2666666507720947,bbn
