,Type,precision,recall,f1-score,sourcedataset
0,/other/product/car,1.0,0.125,0.2222222238779068,ontonotes_shimaoka
1,/location/structure/restaurant,0.0,0.0,-1.0,ontonotes_shimaoka
2,/location/geography,0.5,0.0645161271095275,0.1142857149243354,ontonotes_shimaoka
3,/other/language/programming_language,0.0,0.0,-1.0,ontonotes_shimaoka
4,/location/transit,0.0,0.0,-1.0,ontonotes_shimaoka
5,/other/food,0.3225806355476379,0.2439024448394775,0.2777777910232544,ontonotes_shimaoka
6,/other/body_part,0.25,0.6666666865348816,0.3636363744735718,ontonotes_shimaoka
7,/other/art/stage,0.0,0.0,-1.0,ontonotes_shimaoka
8,/person,0.6287878751754761,0.6610619425773621,0.644521176815033,ontonotes_shimaoka
9,/other/art/music,0.0,0.0,-1.0,ontonotes_shimaoka
10,/other/product,0.4913294911384582,0.3333333432674408,0.3971962928771972,ontonotes_shimaoka
11,/location/structure/theater,0.0,0.0,-1.0,ontonotes_shimaoka
12,/organization/education,0.4444444477558136,0.4000000059604645,0.4210526347160339,ontonotes_shimaoka
13,/other/product/software,0.1428571492433548,0.1428571492433548,0.1428571492433548,ontonotes_shimaoka
14,/other/product/mobile_phone,0.0,0.0,-1.0,ontonotes_shimaoka
15,/other/event/sports_event,0.0,0.0,-1.0,ontonotes_shimaoka
16,/organization/military,0.5,0.8888888955116272,0.64000004529953,ontonotes_shimaoka
17,/organization/sports_league,0.0,0.0,-1.0,ontonotes_shimaoka
18,/other/living_thing/animal,0.800000011920929,0.5,0.6153846383094788,ontonotes_shimaoka
19,/other/event/protest,0.0,0.0,-1.0,ontonotes_shimaoka
20,/other/event,0.0817972347140312,0.6513761281967163,0.1453428864479065,ontonotes_shimaoka
21,/other/language,0.0,0.0,-1.0,ontonotes_shimaoka
22,/person/artist/music,0.0,0.0,-1.0,ontonotes_shimaoka
23,/organization/political_party,0.0,0.0,-1.0,ontonotes_shimaoka
24,/location/transit/railway,0.0,0.0,-1.0,ontonotes_shimaoka
25,/person/military,0.0,0.0,-1.0,ontonotes_shimaoka
26,/organization/company,0.8410351276397705,0.4434697926044464,0.5807275176048279,ontonotes_shimaoka
27,/other/religion,0.0,0.0,-1.0,ontonotes_shimaoka
28,/organization/transit,0.0,0.0,-1.0,ontonotes_shimaoka
29,/location/structure/airport,0.0,0.0,-1.0,ontonotes_shimaoka
30,/location/transit/bridge,0.0,0.0,-1.0,ontonotes_shimaoka
31,/location/structure,0.1013513505458831,0.1034482792019844,0.1023890823125839,ontonotes_shimaoka
32,/person/legal,0.0,0.0,-1.0,ontonotes_shimaoka
33,/other/product/computer,0.0,0.0,-1.0,ontonotes_shimaoka
34,/organization/company/news,0.5955055952072144,0.8153846263885498,0.6883116960525513,ontonotes_shimaoka
35,/location/celestial,0.0,0.0,-1.0,ontonotes_shimaoka
